"","LFID_1","SHOTNUMBER_1","TIME_1","GLON_1","GLAT_1","ZG_1","TLON_1","TLAT_1","ZT_1","RH10_1","RH15_1","RH20_1","RH25_1","RH30_1","RH35_1","RH40_1","RH45_1","RH50_1","RH55_1","RH60_1","RH65_1","RH70_1","RH75_1","RH80_1","RH85_1","RH90_1","RH95_1","RH96_1","RH97_1","RH98_1","RH99_1","RH100_1","AZIMUTH_1","INCIDENTANGLE_1","RANGE_1","COMPLEXITY_1","CHANNEL_ZT_1","CHANNEL_ZG_1","CHANNEL_RH_1","LFID_2","SHOTNUMBER_2","TIME_2","GLON_2","GLAT_2","ZG_2","TLON_2","TLAT_2","ZT_2","RH10_2","RH15_2","RH20_2","RH25_2","RH30_2","RH35_2","RH40_2","RH45_2","RH50_2","RH55_2","RH60_2","RH65_2","RH70_2","RH75_2","RH80_2","RH85_2","RH90_2","RH95_2","RH96_2","RH97_2","RH98_2","RH99_2","RH100_2","AZIMUTH_2","INCIDENTANGLE_2","RANGE_2","COMPLEXITY_2","CHANNEL_ZT_2","CHANNEL_ZG_2","CHANNEL_RH_2","distance","ZG_diff","RH10_diff","RH15_diff","RH20_diff","RH25_diff","RH30_diff","RH35_diff","RH40_diff","RH45_diff","RH50_diff","RH55_diff","RH60_diff","RH65_diff","RH70_diff","RH75_diff","RH80_diff","RH85_diff","RH90_diff","RH95_diff","RH96_diff","RH97_diff","RH98_diff","RH99_diff","RH100_diff","AZIM_max","INCI_max","COMP_max","CHAN_ZG","CHAN_ZT","CHAN_R"
"13163",1957948178,19356593,85716.997,-150.938535,69.390674,148.51,209.061465,69.390675,150.05,-1.01,-0.82,-0.67,-0.56,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.22,0.3,0.41,0.49,0.64,0.82,0.9,0.97,1.05,1.2,1.54,187.6,1.329,8675.68,0.062,1,1,1,1957948150,16000820,84878.045,-150.938532,69.39068,148.54,209.061469,69.39068,150.22,-1.01,-0.82,-0.67,-0.56,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.3,0.37,0.49,0.64,0.86,0.9,0.97,1.09,1.24,1.69,235.65,1.035,8672.09,0.048,1,1,1,0.679556463357067,0.0300000000000011,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,0,-0.04,0,0,0.04,0,0,0.04,0.04,0.15,308.63,-Inf,-Inf,TRUE,TRUE,NA
"13770",1957948178,19357200,85717.149,-150.938377,69.39125,149.14,209.061623,69.39125,150.38,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.79,0.82,0.9,1.01,1.24,195.49,0.966,8673.74,0.076,1,1,1,1957948150,16002332,84878.423,-150.938389,69.391257,149.17,209.061611,69.391257,150.41,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.82,0.9,0.97,1.24,237.36,0.803,8670.59,0.16,1,1,1,0.912129205875754,0.0300000000000011,-0.03,-0.04,0,0,-0.04,0,0,0,0,-0.03,-0.04,-0.04,-0.04,-0.04,0,-0.04,-0.04,0,-0.04,0,0,-0.04,0,308.63,-Inf,-Inf,TRUE,TRUE,NA
"13794",1957948178,19357224,85717.155,-150.93888,69.391838,148.7,209.061121,69.391838,149.86,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.75,0.79,0.86,0.94,1.16,218.27,0.635,8672.69,0.088,1,1,1,1957948150,16004737,84879.024,-150.938893,69.391844,148.69,209.061107,69.391844,149.96,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.79,0.82,0.9,1.01,1.27,233.06,0.728,8670.89,0.088,1,1,1,0.841916981733489,-0.00999999999999091,0.0700000000000001,0.07,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0399999999999999,0.04,0.0299999999999999,0.04,0.0700000000000001,0.11,308.63,-Inf,-Inf,TRUE,TRUE,NA
"13815",1957948178,19357245,85717.16,-150.939322,69.392353,148.03,209.060678,69.392353,149.3,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.15,0.26,0.34,0.45,0.56,0.71,0.79,0.82,0.9,1.01,1.27,256.86,0.527,8673.59,0.088,1,1,1,1957948150,16006796,84879.539,-150.939326,69.392359,148.09,209.060675,69.392359,149.33,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.75,0.82,0.9,0.97,1.24,229.25,0.661,8672.39,0.215,1,1,1,0.687460576978492,0.0600000000000023,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,-0.04,0,0,-0.04,-0.03,308.63,-Inf,-Inf,TRUE,TRUE,NA
"13819",1957948178,19357249,85717.161,-150.939259,69.39244,147.98,209.060741,69.39244,149.26,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.86,0.94,1.05,1.27,263.6,0.5,8674.19,0.105,1,1,1,1957948150,16007148,84879.627,-150.939271,69.392442,147.92,209.060729,69.392442,149.23,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.86,0.94,1.05,1.31,226.25,0.628,8671.79,0.105,1,1,1,0.521612955951974,-0.0600000000000023,0,0,0,0,-0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,308.63,-Inf,-Inf,TRUE,TRUE,NA
"14326",1957948178,19357756,85717.288,-150.938184,69.391757,149.22,209.061816,69.391757,150.42,-0.94,-0.75,-0.6,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.75,0.82,0.9,0.97,1.2,208.46,0.673,8672.09,0.116,1,1,1,1957948150,16004397,84878.939,-150.938205,69.391752,149.25,209.061795,69.391752,150.41,-0.97,-0.79,-0.64,-0.52,-0.45,-0.37,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.16,224.46,0.621,8669.99,0.105,1,1,1,0.995951623313203,0.0300000000000011,-0.03,-0.04,-0.04,0,-0.04,-0.03,0,0,0,-0.03,-0.04,-0.04,-0.04,-0.04,0,-0.04,-0.04,0,0,-0.0299999999999999,-0.04,0,-0.04,308.63,-Inf,-Inf,TRUE,TRUE,NA
"14361",1957948178,19357791,85717.297,-150.937554,69.390861,149.78,209.062446,69.390861,150.97,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.82,0.86,0.97,1.2,187.46,1.267,8673.28,0.088,1,1,1,1957948150,16000805,84878.041,-150.937563,69.390853,149.8,209.062437,69.390853,151,-0.94,-0.75,-0.6,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.75,0.82,0.9,0.97,1.2,233.11,0.755,8670.14,0.088,1,1,1,0.959862636473963,0.0200000000000102,0.03,0.04,0.04,0,0.04,0,0,0,0,0,0.04,0.04,0.04,0.04,0,0.04,0.04,0,0,0,0.04,0,0,308.63,-Inf,-Inf,TRUE,TRUE,NA
"15540",1957948178,19358972,85717.592,-150.937165,69.391419,150.02,209.062835,69.391419,151.22,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.75,0.82,0.9,0.97,1.2,198.28,0.967,8672.69,0.088,1,1,1,1957948150,16002349,84878.427,-150.937164,69.391427,150.06,209.062837,69.391427,151.26,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.26,0.34,0.41,0.56,0.71,0.75,0.82,0.86,0.97,1.2,228.89,0.472,8669.25,0.076,1,1,1,0.893202477720145,0.039999999999992,0,0,0,0,-0.04,0,0,0,0,0,0,-0.04,-0.04,0,0,-0.04,0,0,0,0,-0.04,0,0,308.63,-Inf,-Inf,TRUE,TRUE,NA
"16136",1957948178,19359568,85717.741,-150.935773,69.390707,150.76,209.064227,69.390708,152,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.79,0.82,0.9,1.01,1.24,182.43,1.483,8673.58,0.061,1,1,1,1957948150,15999579,84877.734,-150.935758,69.390708,150.77,209.064242,69.390709,151.93,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.56,0.71,0.75,0.79,0.86,0.97,1.16,216.52,0.419,8668.35,0.163,1,1,1,0.599884842849852,0.0100000000000193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,0,0,-0.04,-0.0299999999999999,-0.04,-0.04,-0.0800000000000001,308.63,-Inf,-Inf,TRUE,TRUE,NA
"16137",1957948178,19359569,85717.741,-150.936087,69.390754,150.65,209.063913,69.390755,151.89,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.75,0.82,0.9,0.97,1.24,185.7,1.454,8672.98,0.105,1,1,1,1957948150,15999584,84877.736,-150.93607,69.390756,150.71,209.06393,69.390757,151.94,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.26,0.34,0.41,0.56,0.71,0.75,0.82,0.9,0.97,1.24,227.53,0.447,8667.9,0.088,1,1,1,0.704277374242818,0.0600000000000023,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.04,0,0,0,0,0,0,0,0,0,308.63,-Inf,-Inf,TRUE,TRUE,NA
"16146",1957948178,19359578,85717.743,-150.936273,69.390976,150.53,209.063728,69.390977,151.81,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.82,0.9,1.01,1.27,188.62,1.298,8672.68,0.088,1,1,1,1957948150,16000785,84878.036,-150.936285,69.390979,150.56,209.063715,69.390979,151.8,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.26,0.34,0.45,0.56,0.71,0.79,0.82,0.9,1.01,1.24,217.54,0.449,8668.8,0.088,1,1,1,0.578202672677295,0.0300000000000011,0,0,0,0,-0.04,0,0,0,0,0,0,-0.04,-0.04,0,0,0,0,-0.04,0,0,0,0,-0.03,308.63,-Inf,-Inf,TRUE,TRUE,NA
"16171",1957948178,19359603,85717.75,-150.93665,69.391581,150.03,209.06335,69.391581,151.3,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.86,0.94,1.05,1.27,199.53,0.89,8672.69,0.116,1,1,1,1957948150,16002359,84878.429,-150.936641,69.391574,150.14,209.063359,69.391574,151.34,-0.97,-0.79,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.2,227.04,0.299,8669.4,0.088,1,1,1,0.857148054925559,0.109999999999985,0,0,-0.03,-0.04,-0.04,-0.03,-0.04,-0.03,-0.04,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.07,-0.08,-0.0800000000000001,-0.0700000000000001,308.63,-Inf,-Inf,TRUE,TRUE,NA
"16174",1957948178,19359606,85717.75,-150.936713,69.391654,150.03,209.063287,69.391654,151.3,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.79,0.82,0.9,1.01,1.27,201.86,0.846,8672.69,0.133,1,1,1,1957948150,16003182,84878.635,-150.936724,69.391651,150.08,209.063276,69.391651,151.28,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.2,208.86,0.339,8669.7,0.134,1,1,1,0.546620072808142,0.0500000000000114,-0.03,-0.04,0,0,-0.04,0,0,0,0,-0.03,-0.04,-0.04,-0.04,-0.04,0,-0.04,-0.04,0,-0.04,-0.0299999999999999,-0.04,-0.04,-0.0700000000000001,308.63,-Inf,-Inf,TRUE,TRUE,NA
"16179",1957948178,19359611,85717.752,-150.936964,69.391788,150.01,209.063036,69.391788,151.14,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.79,0.86,0.94,1.12,209.05,0.785,8672.24,0.105,1,1,1,1957948150,16003557,84878.729,-150.936942,69.391789,150.03,209.063058,69.391789,151.16,-0.97,-0.79,-0.64,-0.52,-0.45,-0.37,-0.26,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.79,0.82,0.94,1.12,215.13,0.322,8669.1,0.116,1,1,1,0.871611345302808,0.0200000000000102,0,0,0,0,-0.04,-0.03,0,-0.03,-0.04,-0.03,0,0,0,0,0,0,0,0,0,0,-0.04,0,0,308.63,-Inf,-Inf,TRUE,TRUE,NA
"16190",1957948178,19359622,85717.754,-150.936906,69.392036,149.82,209.063095,69.392036,151.06,-0.97,-0.79,-0.64,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.24,216.13,0.624,8671.79,0.087,1,1,1,1957948150,16004377,84878.934,-150.936903,69.39204,149.81,209.063097,69.39204,151.01,-1.01,-0.79,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.75,0.79,0.86,0.97,1.2,203.39,0.247,8669.1,0.088,1,1,1,0.461477812328071,-0.00999999999999091,-0.04,0,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0399999999999999,0,0,0,0,-0.04,308.63,-Inf,-Inf,TRUE,TRUE,NA
"16195",1957948178,19359627,85717.756,-150.937157,69.39217,149.71,209.062843,69.39217,150.87,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.79,0.86,0.94,1.16,226.97,0.594,8671.64,0.116,1,1,1,1957948150,16004764,84879.031,-150.93715,69.392163,149.74,209.06285,69.392163,150.87,-0.97,-0.79,-0.64,-0.52,-0.45,-0.37,-0.26,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.37,0.52,0.67,0.71,0.75,0.82,0.94,1.12,211.46,0.242,8670,0.134,1,1,1,0.827823610196469,0.0300000000000011,0,0,0,0,0,-0.03,0,-0.03,0,0,0,0,0,0,0,-0.04,0,0,0,-0.04,-0.04,0,-0.0399999999999998,308.63,-Inf,-Inf,TRUE,TRUE,NA
"16201",1957948178,19359633,85717.757,-150.937285,69.392318,149.5,209.062716,69.392318,150.66,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.16,237.67,0.555,8671.94,0.078,1,1,1,1957948150,16005574,84879.233,-150.937293,69.39232,149.5,209.062707,69.39232,150.7,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.82,0.86,0.97,1.2,200.19,0.254,8669.7,0.078,1,1,1,0.385452562494226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299999999999999,0,0,0.04,308.63,-Inf,-Inf,TRUE,TRUE,NA
"16728",1957948178,19360160,85717.889,-150.936532,69.391863,150.26,209.063468,69.391863,151.42,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.34,0.41,0.52,0.67,0.75,0.79,0.86,0.94,1.16,209.74,0.767,8671.79,0.174,1,1,1,1957948150,16003563,84878.73,-150.936553,69.391858,150.27,209.063447,69.391858,151.39,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.79,0.82,0.94,1.12,201.42,0.229,8668.5,0.087,1,1,1,0.995948020322639,0.0100000000000193,-0.03,-0.04,0,0,-0.04,0,0,0,-0.04,-0.03,0,0,0,0,-0.04,0,0,0,-0.04,0,-0.04,0,-0.0399999999999998,308.63,-Inf,-Inf,TRUE,TRUE,NA
"16744",1957948178,19360176,85717.893,-150.9361,69.391509,150.54,209.0639,69.391509,151.7,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.16,196.3,0.967,8671.49,0.145,1,1,1,1957948150,16001978,84878.334,-150.936088,69.391502,150.59,209.063912,69.391502,151.75,-0.97,-0.79,-0.67,-0.56,-0.45,-0.37,-0.26,-0.19,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.75,0.79,0.86,0.94,1.16,210.59,0.218,8668.35,0.078,1,1,1,0.912126061979879,0.0500000000000114,0,0,-0.03,-0.04,-0.04,-0.03,0,0,-0.04,-0.03,-0.04,0,0,0,-0.04,0,0,-0.0399999999999999,0,0,0,-0.03,0,308.63,-Inf,-Inf,TRUE,TRUE,NA
"16753",1957948178,19360185,85717.895,-150.935915,69.391288,150.43,209.064085,69.391288,151.78,-0.97,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.45,0.56,0.75,0.79,0.86,0.94,1.05,1.35,191.66,1.115,8672.09,0.088,1,1,1,1957948150,16001164,84878.131,-150.935897,69.391283,150.51,209.064103,69.391284,151.82,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.86,0.94,1.05,1.31,214.39,0.243,8668.5,0.171,1,1,1,0.900721805325516,0.0799999999999841,0,-0.04,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,0,0,0,0,0,0,0,-0.04,308.63,-Inf,-Inf,TRUE,TRUE,NA
"16764",1957948178,19360196,85717.898,-150.935791,69.39098,150.68,209.064209,69.390981,151.87,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.2,188.41,1.334,8672.38,0.134,1,1,1,1957948150,15999965,84877.831,-150.935776,69.390978,150.74,209.064225,69.390978,151.9,-0.94,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.16,226.33,0.301,8668.65,0.087,1,1,1,0.630220639842185,0.0600000000000023,0.03,0.04,0.04,0.03,0,0,0,0,0,0,0.04,0.04,0.04,0.04,0,0,0,0,0,0,0,0,-0.04,308.63,-Inf,-Inf,TRUE,TRUE,NA
"16769",1957948178,19360201,85717.899,-150.935479,69.390933,150.86,209.064521,69.390933,152.03,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.16,184.85,1.36,8673.13,0.174,1,1,1,1957948150,15999966,84877.831,-150.935462,69.390931,150.89,209.064538,69.390931,152.05,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.94,1.16,209.28,0.278,8668.65,0.087,1,1,1,0.704272108471424,0.0299999999999727,0,0,0,0,0,0,0,0,0,0,0,-0.04,0,0,0,0,0,0,0,0,0,-0.03,0,308.63,-Inf,-Inf,TRUE,TRUE,NA
"17338",1957948178,19360770,85718.041,-150.93511,69.390928,151.09,209.06489,69.390928,152.32,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.75,0.82,0.9,0.97,1.24,185.53,1.401,8672.98,0.057,1,1,1,1957948150,15999569,84877.732,-150.935102,69.390928,151.14,209.064899,69.390928,152.34,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.2,204.72,0.19,8668.5,0.078,1,1,1,0.314355999353629,0.0499999999999829,0,0,0,0,0,0,0,0,0,0,-0.04,0,0,0,0,0,-0.04,0,0,-0.0299999999999999,-0.04,0,-0.04,308.63,-Inf,-Inf,TRUE,TRUE,NA
"17372",1957948178,19360804,85718.05,-150.935666,69.391753,150.68,209.064334,69.391753,151.84,-0.94,-0.75,-0.6,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.56,0.71,0.75,0.79,0.86,0.97,1.16,199.96,0.838,8671.19,0.116,1,1,1,1957948150,16002374,84878.433,-150.935674,69.391751,150.66,209.064326,69.391751,151.82,-0.97,-0.79,-0.67,-0.52,-0.45,-0.37,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.16,156.06,0.083,8669.1,0.116,1,1,1,0.385459209796084,-0.0200000000000102,-0.03,-0.04,-0.0700000000000001,0,-0.04,-0.03,0,0,0,0,-0.04,-0.04,-0.04,-0.04,0,0,-0.04,0,0,0,0,0,0,308.63,-Inf,-Inf,TRUE,TRUE,NA
"17380",1957948178,19360812,85718.052,-150.935977,69.391961,150.57,209.064023,69.391961,151.8,-0.97,-0.79,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.82,0.9,0.97,1.24,210.15,0.734,8670.89,0.105,1,1,1,1957948150,16003572,84878.733,-150.935969,69.391962,150.54,209.064031,69.391962,151.77,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.75,0.82,0.9,1.01,1.24,153.42,0.154,8668.5,0.061,1,1,1,0.333544459469222,-0.0300000000000011,0,0,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0,0.04,0.04,0,0,0,0,0.04,0,308.63,-Inf,-Inf,TRUE,TRUE,NA
"17396",1957948178,19360828,85718.056,-150.936162,69.392344,149.96,209.063839,69.392344,151.16,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.82,0.86,0.97,1.2,229.93,0.549,8671.79,0.134,1,1,1,1957948150,16004779,84879.034,-150.936182,69.39234,149.95,209.063818,69.39234,151.11,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.26,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.16,121.71,0.149,8669.85,0.087,1,1,1,0.903664143852776,-0.0100000000000193,-0.03,-0.04,0,0,-0.04,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,-0.0299999999999999,0,0,-0.04,308.63,-Inf,-Inf,TRUE,TRUE,NA
"17965",1957948178,19361397,85718.198,-150.934803,69.39116,151.23,209.065197,69.39116,152.39,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.16,188.22,1.277,8671.93,0.076,1,1,1,1957948150,15999980,84877.835,-150.934803,69.391155,151.3,209.065197,69.391155,152.42,-0.94,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.79,0.82,0.94,1.12,155.52,0.088,8667.9,0.103,1,1,1,0.55771089183064,0.0700000000000216,0.03,0,0,0,0,0,0,0,0,-0.03,-0.04,0,0,0,-0.04,0,0,-0.0399999999999999,-0.04,0,-0.04,-0.03,-0.0399999999999998,308.63,-Inf,-Inf,TRUE,TRUE,NA
"18586",1957948178,19362018,85718.353,-150.93527,69.392278,150.26,209.06473,69.392278,151.5,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.82,0.9,0.97,1.24,222.03,0.642,8671.04,0.076,1,1,1,1957948150,16004352,84878.928,-150.935281,69.392279,150.27,209.064718,69.392279,151.47,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.15,0.26,0.34,0.41,0.52,0.71,0.75,0.82,0.86,0.97,1.2,98.1,0.324,8668.95,0.105,1,1,1,0.446373433233363,0.0100000000000193,-0.03,-0.04,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0,0,0,0,0,0,-0.04,0,-0.04,308.63,-Inf,-Inf,TRUE,TRUE,NA
"19117",1957948178,19362550,85718.486,-150.934968,69.392509,150.25,209.065032,69.392509,151.48,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.71,0.75,0.82,0.9,0.97,1.24,233.49,0.572,8670.9,0.088,1,1,1,1957948150,16004796,84879.039,-150.934962,69.39251,150.19,209.065038,69.39251,151.5,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.79,0.82,0.9,1.01,1.31,84.34,0.448,8669.7,0.105,1,1,1,0.26080563414728,-0.0600000000000023,0,0,0,0,0,0,0.04,0.03,0.04,0,0,0,0,0,0.04,0,0.04,0,0.04,0,0,0.04,0.0700000000000001,308.63,-Inf,-Inf,TRUE,TRUE,NA
