"","LFID_1","SHOTNUM_1","TIME_1","GLON_1","GLAT_1","ZG_1","HLON_1","HLAT_1","ZH_1","TLON_1","TLAT_1","ZT_1","RH10_1","RH15_1","RH20_1","RH25_1","RH30_1","RH35_1","RH40_1","RH45_1","RH50_1","RH55_1","RH60_1","RH65_1","RH70_1","RH75_1","RH80_1","RH85_1","RH90_1","RH95_1","RH96_1","RH97_1","RH98_1","RH99_1","RH100_1","AZIMUTH_1","INCIDEN_1","RANGE_1","COMPLEX_1","SENSITI_1","CHANNEL_ZT_1","CHANNEL_ZG_1","CHANNEL_R_1","LFID_2","SHOTNUM_2","TIME_2","GLON_2","GLAT_2","ZG_2","HLON_2","HLAT_2","ZH_2","TLON_2","TLAT_2","ZT_2","RH10_2","RH15_2","RH20_2","RH25_2","RH30_2","RH35_2","RH40_2","RH45_2","RH50_2","RH55_2","RH60_2","RH65_2","RH70_2","RH75_2","RH80_2","RH85_2","RH90_2","RH95_2","RH96_2","RH97_2","RH98_2","RH99_2","RH100_2","AZIMUTH_2","INCIDEN_2","RANGE_2","COMPLEX_2","SENSITI_2","CHANNEL_ZT_2","CHANNEL_ZG_2","CHANNEL_R_2","distance","ZG_diff","RH10_diff","RH15_diff","RH20_diff","RH25_diff","RH30_diff","RH35_diff","RH40_diff","RH45_diff","RH50_diff","RH55_diff","RH60_diff","RH65_diff","RH70_diff","RH75_diff","RH80_diff","RH85_diff","RH90_diff","RH95_diff","RH96_diff","RH97_diff","RH98_diff","RH99_diff","RH100_diff","SENS_min","AZIM_max","INCI_max","COMP_max","CHAN_ZG","CHAN_ZT","CHAN_R"
"287799",1958686462,55290428,75419.17875,-148.685501,64.902296,138.56,211.314496,64.902297,141.55,211.314493,64.902298,144.99,-0.9,-0.45,-0.15,0.15,0.6,0.9,1.35,1.65,1.8,2.09,2.39,2.54,2.84,2.99,3.14,3.44,3.74,4.34,4.49,4.79,4.94,5.24,6.43,133.28,3.47,12627.71,0.34,0.98,1,1,1,1958686587,70211352,79149.44015,-148.685488,64.9023,138.5,211.314513,64.9023,141.42,211.314514,64.9023,144.91,-0.79,-0.34,-0.04,0.26,0.71,1.16,1.46,1.76,2.06,2.36,2.51,2.81,2.96,3.26,3.41,3.71,4.16,4.61,4.76,4.76,5.06,5.36,6.41,256.12,0.7,12602.52,0.432,0.979,1,1,1,0.760098985015449,-0.0600000000000023,0.11,0.11,0.11,0.11,0.11,0.26,0.11,0.11,0.26,0.27,0.12,0.27,0.12,0.27,0.27,0.27,0.42,0.27,0.27,-0.0300000000000002,0.119999999999999,0.12,-0.0199999999999996,0.965,299.26,5.926,0.711,TRUE,TRUE,TRUE
"287800",1958686462,55290429,75419.179,-148.685601,64.902228,137.61,211.314392,64.902231,145.91,211.314386,64.902233,151.41,-1.2,-0.75,-0.3,-0.15,0.15,0.6,1.35,1.95,2.39,2.99,3.89,5.84,7.03,7.63,8.38,9.13,10.17,11.37,11.67,11.97,12.27,12.72,13.8,133.93,3.478,12630.11,0.503,0.984,1,1,1,1958686587,70211353,79149.4404,-148.685604,64.902225,137.46,211.314399,64.902226,146.04,211.3144,64.902226,151.29,-1.12,-0.67,-0.37,-0.07,0.22,0.67,1.27,2.02,2.62,3.22,4.57,6.22,7.12,7.87,8.47,9.22,10.12,11.32,11.62,11.92,12.37,12.82,13.83,253.73,0.734,12605.37,0.524,0.981,1,1,1,0.36338529209934,-0.150000000000006,0.0799999999999998,0.08,-0.07,0.08,0.07,0.0700000000000001,-0.0800000000000001,0.0700000000000001,0.23,0.23,0.68,0.38,0.0899999999999999,0.24,0.0899999999999999,0.0899999999999999,-0.0500000000000007,-0.0499999999999989,-0.0500000000000007,-0.0500000000000007,0.0999999999999996,0.0999999999999996,0.0299999999999994,0.965,299.26,5.926,0.711,TRUE,TRUE,TRUE
"287803",1958686462,55290432,75419.17975,-148.6858,64.90228,137.7,211.314186,64.902286,153.07,211.314183,64.902286,155.43,-0.41,0.04,0.64,1.38,1.98,2.28,2.73,3.03,3.63,4.38,5.87,7.52,8.57,9.61,10.51,11.71,13.05,13.95,14.4,15,15.6,16.5,17.73,134.1,3.429,12626.97,0.558,0.979,1,1,1,1958686587,70211350,79149.43965,-148.685814,64.902286,137.55,211.31419,64.902286,151.23,211.314191,64.902286,155.39,-0.37,0.07,0.82,1.72,2.17,2.62,2.92,3.37,3.97,4.87,5.92,7.12,8.02,8.92,9.97,11.17,12.96,14.01,14.31,14.91,15.51,16.56,17.84,256.82,0.771,12602.52,0.627,0.976,1,1,1,0.941745896948323,-0.149999999999977,0.04,0.03,0.18,0.34,0.19,0.34,0.19,0.34,0.34,0.49,0.0499999999999998,-0.399999999999999,-0.550000000000001,-0.69,-0.539999999999999,-0.540000000000001,-0.0899999999999999,0.0600000000000005,-0.0899999999999999,-0.0899999999999999,-0.0899999999999999,0.0599999999999987,0.109999999999999,0.965,299.26,5.926,0.711,TRUE,TRUE,TRUE
"287805",1958686462,55290434,75419.18025,-148.685906,64.90241,139.08,211.314092,64.902411,141.63,211.314088,64.902412,145.44,-0.64,-0.04,0.41,0.86,1.16,1.46,1.76,1.91,2.21,2.36,2.51,2.81,2.96,3.25,3.4,3.7,4,4.45,4.45,4.75,4.9,5.2,6.36,133.55,3.368,12625.17,0.333,0.98,1,1,1,1958686587,70211346,79149.43865,-148.685906,64.902418,140.85,211.314094,64.902418,140.85,211.314095,64.902418,145.76,-2.7,-2.25,-1.95,-1.65,-1.2,-0.9,-0.75,-0.45,-0.15,0,0.3,0.6,0.9,1.2,1.5,1.8,2.25,2.85,3,3.3,3.6,3.9,4.91,261.91,0.779,12602.52,0.455,0.978,1,1,1,0.891929119364472,1.76999999999998,-2.06,-2.21,-2.36,-2.51,-2.36,-2.36,-2.51,-2.36,-2.36,-2.36,-2.21,-2.21,-2.06,-2.05,-1.9,-1.9,-1.75,-1.6,-1.45,-1.45,-1.3,-1.3,-1.45,0.965,299.26,5.926,0.711,TRUE,TRUE,TRUE
"287892",1958686462,55290521,75419.202,-148.691984,64.904026,129.96,211.308012,64.904028,139.48,211.30801,64.904029,142.7,-0.75,-0.45,-0.15,0,0.3,0.75,1.35,2.25,3.6,4.94,5.69,6.29,6.89,7.64,8.54,9.29,9.89,10.64,10.94,11.09,11.39,11.69,12.73,142.21,1.877,12619.87,0.545,0.981,1,1,1,1958686587,70211260,79149.41715,-148.691994,64.904023,129.86,211.308013,64.904022,139.37,211.308016,64.904022,142.4,-0.79,-0.49,-0.19,0.11,0.41,0.71,1.61,2.66,4.16,5.21,5.8,6.4,6.85,7.6,8.35,9.1,9.7,10.45,10.6,10.9,11.05,11.5,12.54,288.11,2.199,12619.55,0.516,0.976,1,1,1,0.579676482197088,-0.0999999999999943,-0.04,-0.04,-0.04,0.11,0.11,-0.04,0.26,0.41,0.56,0.27,0.109999999999999,0.11,-0.04,-0.04,-0.19,-0.19,-0.190000000000001,-0.190000000000001,-0.34,-0.19,-0.34,-0.19,-0.190000000000001,0.965,299.26,5.926,0.711,TRUE,TRUE,TRUE
"287895",1958686462,55290524,75419.20275,-148.692195,64.904083,130.26,211.307803,64.904084,134.01,211.307802,64.904085,137.72,-1.09,-0.79,-0.64,-0.49,-0.34,-0.19,-0.04,0.11,0.26,0.41,0.71,1.16,1.76,2.36,2.96,3.56,4.16,4.91,5.06,5.36,5.66,6.25,7.45,142.75,1.826,12618.38,0.458,0.979,1,1,1,1958686587,70211257,79149.4164,-148.692201,64.90408,130.11,211.307802,64.90408,133.74,211.307805,64.904079,138.08,-1.05,-0.75,-0.6,-0.45,-0.3,-0.15,0,0.15,0.3,0.45,0.9,1.5,2.1,2.7,3.3,3.74,4.34,5.24,5.54,5.84,6.14,6.59,7.98,288.43,2.25,12620,0.47,0.975,1,1,1,0.438824575276559,-0.149999999999977,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.19,0.34,0.34,0.34,0.34,0.18,0.18,0.33,0.48,0.48,0.48,0.34,0.53,0.965,299.26,5.926,0.711,TRUE,TRUE,TRUE
"287898",1958686462,55290527,75419.2035,-148.692404,64.904138,130.12,211.307591,64.90414,141.4,211.30759,64.904141,143.72,-1.09,-0.79,-0.64,-0.64,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,0.11,0.26,0.41,0.56,1.46,5.81,10.3,10.9,11.2,11.8,12.4,13.6,143.34,1.777,12617.63,0.157,0.98,1,1,1,1958686587,70211254,79149.41565,-148.692408,64.90414,129.98,211.3076,64.904139,140.8,211.307603,64.904138,144.02,-1.09,-0.79,-0.64,-0.49,-0.49,-0.34,-0.19,-0.19,-0.04,-0.04,0.11,0.26,0.41,0.56,1.31,4.16,8.5,11.05,11.5,11.94,12.39,12.99,14.04,288.78,2.302,12618.64,0.15,0.978,1,1,1,0.292549454351011,-0.140000000000015,0,0,0,0.15,0,0,0.15,0,0.15,0,0.15,0.15,0.15,0.15,0.75,2.7,2.69,0.75,0.6,0.74,0.59,0.59,0.44,0.965,299.26,5.926,0.711,TRUE,TRUE,TRUE
"287901",1958686462,55290530,75419.20425,-148.692609,64.904199,129.85,211.30739,64.9042,133.82,211.307387,64.904201,140.15,-0.97,-0.82,-0.67,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.37,0.52,0.82,2.17,4.12,4.72,5.47,6.52,8.47,10.3,143.87,1.726,12616.88,0.239,0.981,1,1,1,1958686587,70211251,79149.4149,-148.692598,64.904198,129.77,211.30741,64.904197,139.95,211.307411,64.904197,140.7,-1.09,-0.79,-0.64,-0.64,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,0.11,0.26,0.26,0.41,0.71,1.91,4.16,4.9,6.25,8.2,9.7,10.93,289.11,2.35,12619.54,0.256,0.977,1,1,1,0.53258901405806,-0.0799999999999841,-0.12,0.0299999999999999,0.03,-0.12,-0.12,0.03,-0.12,0.03,-0.12,0.03,-0.11,0.04,0.04,-0.11,-0.11,-0.11,-0.26,0.04,0.180000000000001,0.78,1.68,1.23,0.629999999999999,0.965,299.26,5.926,0.711,TRUE,TRUE,TRUE
"288983",1958686462,55291612,75419.47476,-148.679432,64.899667,151.58,211.320547,64.899674,165.35,211.320544,64.899676,167.7,-0.34,-0.19,0.11,0.41,3.54,5.19,6.38,7.13,7.72,8.47,9.22,9.96,10.71,11.31,11.9,12.65,13.54,14.29,14.44,14.74,14.89,15.19,16.12,130.66,5.28,12642.8,0.528,0.973,1,1,1,1958686587,70212742,79149.78765,-148.679419,64.89966,151.55,211.320577,64.899662,166.23,211.320576,64.899663,168.55,-0.56,-0.26,-0.11,0.04,0.49,3.33,5.58,7.23,8.43,10.08,11.13,11.73,12.32,13.07,13.67,14.27,14.72,15.32,15.47,15.62,15.77,16.07,17.01,144.88,1.463,12591.56,0.502,0.973,1,1,1,0.99399364637304,-0.0300000000000011,-0.22,-0.07,-0.22,-0.37,-3.05,-1.86,-0.8,0.100000000000001,0.71,1.61,1.91,1.77,1.61,1.76,1.77,1.62,1.18,1.03,1.03,0.879999999999999,0.879999999999999,0.880000000000001,0.890000000000001,0.965,299.26,5.926,0.711,TRUE,TRUE,TRUE
"290539",1958686462,55293169,75419.86401,-148.699354,64.904171,123.91,211.300646,64.904172,129.12,211.300646,64.904172,133.47,-0.86,-0.71,-0.56,-0.41,-0.26,-0.11,-0.11,0.04,0.19,0.34,0.64,1.09,2.29,3.48,4.38,5.13,5.88,6.78,7.08,7.38,7.83,8.58,9.55,182.07,0.814,12617.81,0.536,0.974,1,1,1,1958686587,70214759,79150.29191,-148.699369,64.904173,123.75,211.300637,64.904172,129.14,211.300642,64.90417,133.63,-0.9,-0.6,-0.45,-0.3,-0.15,-0.15,0,0.15,0.3,0.6,1.05,1.95,3.14,4.04,4.79,5.39,5.98,6.88,7.18,7.63,8.08,8.68,9.87,296.2,3.481,12638.35,0.494,0.972,1,1,1,0.744350906137176,-0.159999999999997,-0.04,0.11,0.11,0.11,0.11,-0.04,0.11,0.11,0.11,0.26,0.41,0.86,0.85,0.56,0.41,0.26,0.100000000000001,0.0999999999999996,0.0999999999999996,0.25,0.25,0.0999999999999996,0.319999999999999,0.965,299.26,5.926,0.711,TRUE,TRUE,TRUE
"290542",1958686462,55293172,75419.86476,-148.699571,64.904224,123.55,211.300429,64.904225,130.11,211.300429,64.904225,132.84,-0.82,-0.67,-0.52,-0.37,-0.22,-0.07,-0.07,0.07,0.22,0.37,0.67,1.42,2.62,3.52,4.72,5.62,6.37,7.27,7.57,7.72,8.02,8.32,9.29,185.48,0.789,12618.26,0.626,0.975,1,1,1,1958686587,70214762,79150.29266,-148.699582,64.90423,123.45,211.300427,64.904229,130.41,211.300429,64.904228,132.76,-0.9,-0.75,-0.6,-0.45,-0.3,-0.15,0,0,0.15,0.3,0.6,1.35,2.39,3.29,4.49,5.54,6.43,7.33,7.48,7.78,8.08,8.38,9.31,296.31,3.534,12638.94,0.632,0.972,1,1,1,0.847767831268816,-0.0999999999999943,-0.0800000000000001,-0.08,-0.08,-0.08,-0.08,-0.08,0.07,-0.07,-0.07,-0.07,-0.0700000000000001,-0.0699999999999998,-0.23,-0.23,-0.23,-0.0800000000000001,0.0599999999999996,0.0600000000000005,-0.0899999999999999,0.0600000000000005,0.0600000000000005,0.0600000000000005,0.0200000000000014,0.965,299.26,5.926,0.711,TRUE,TRUE,TRUE
"290545",1958686462,55293175,75419.86551,-148.69978,64.904279,123.12,211.300221,64.904279,128.29,211.300221,64.90428,132.34,-0.9,-0.75,-0.45,-0.3,-0.3,-0.15,0,0.15,0.3,0.45,0.75,1.2,1.8,2.4,3.45,4.65,5.55,6.59,6.89,7.19,7.49,8.09,9.22,188.98,0.767,12620.06,0.459,0.979,1,1,1,1958686587,70214765,79150.29341,-148.699784,64.904282,122.98,211.300221,64.904281,127.99,211.300227,64.90428,132.26,-0.94,-0.64,-0.49,-0.34,-0.19,-0.19,-0.04,0.11,0.26,0.41,0.71,1.31,1.91,2.81,4,4.9,5.95,6.99,7.29,7.59,7.89,8.34,9.28,296.39,3.584,12640.29,0.519,0.973,1,1,1,0.384364684133925,-0.140000000000001,-0.0399999999999999,0.11,-0.04,-0.04,0.11,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,0.11,0.11,0.41,0.55,0.25,0.4,0.4,0.4,0.399999999999999,0.399999999999999,0.25,0.0599999999999987,0.965,299.26,5.926,0.711,TRUE,TRUE,TRUE
"290548",1958686462,55293178,75419.86626,-148.69999,64.904336,122.81,211.30001,64.904336,125.43,211.30001,64.904337,129.44,-0.9,-0.6,-0.45,-0.3,-0.15,-0.15,0,0.15,0.45,0.75,1.2,1.8,2.1,2.55,2.85,3.15,3.75,4.35,4.5,4.8,5.1,5.55,6.63,192.74,0.746,12619.76,0.316,0.976,1,1,1,1958686587,70214768,79150.29416,-148.699992,64.904338,122.69,211.300011,64.904338,125.38,211.300016,64.904336,129.39,-0.9,-0.6,-0.45,-0.3,-0.15,0,0.15,0.45,0.9,1.5,1.94,2.24,2.54,2.84,3.14,3.44,3.89,4.49,4.64,4.94,5.24,5.68,6.69,296.49,3.636,12642.08,0.31,0.969,1,1,1,0.242254012208019,-0.120000000000005,0,0,0,0,0,0.15,0.15,0.3,0.45,0.75,0.74,0.44,0.44,0.29,0.29,0.29,0.14,0.140000000000001,0.14,0.140000000000001,0.140000000000001,0.13,0.0600000000000005,0.965,299.26,5.926,0.711,TRUE,TRUE,TRUE
"291332",1958686463,55293962,75420.06226,-148.695409,64.902873,128.12,211.304586,64.902876,140.93,211.304586,64.902876,142.5,-1.27,-0.97,-0.67,-0.52,-0.37,-0.37,-0.22,-0.07,-0.07,0.07,0.22,0.37,0.52,0.97,1.42,1.87,3.52,8.47,9.96,11.61,12.51,13.11,14.38,144.02,1.595,12619.59,0.243,0.982,1,1,1,1958686587,70214701,79150.27741,-148.695413,64.902879,127.97,211.304598,64.902877,141.03,211.304599,64.902877,142.53,-1.24,-0.94,-0.79,-0.64,-0.49,-0.34,-0.19,-0.19,-0.04,0.11,0.26,0.41,0.56,0.86,1.31,2.06,4.01,9.4,11.04,12.24,12.84,13.44,14.56,290.85,2.446,12623.73,0.238,0.981,1,1,1,0.6952390704556,-0.150000000000006,0.03,0.03,-0.12,-0.12,-0.12,0.03,0.03,-0.12,0.03,0.04,0.04,0.04,0.04,-0.11,-0.11,0.19,0.49,0.93,1.08,0.630000000000001,0.33,0.33,0.18,0.965,299.26,5.926,0.711,TRUE,TRUE,TRUE
"291335",1958686463,55293965,75420.06301,-148.695197,64.902817,128.34,211.304803,64.902817,128.34,211.304801,64.902818,133.28,-1.27,-0.97,-0.67,-0.52,-0.37,-0.37,-0.22,-0.07,-0.07,0.07,0.22,0.22,0.52,0.67,0.97,1.42,1.87,2.47,2.62,2.92,3.22,3.67,4.94,143.29,1.645,12618.23,0.228,0.981,1,1,1,1958686587,70214698,79150.27666,-148.695204,64.90282,128.23,211.304796,64.90282,128.23,211.304801,64.902819,133.92,-1.24,-0.94,-0.79,-0.64,-0.49,-0.34,-0.19,-0.19,-0.04,0.11,0.26,0.26,0.56,0.71,1.16,1.61,2.06,2.81,2.96,3.26,3.56,4.16,5.69,290.54,2.394,12622.54,0.248,0.982,1,1,1,0.470868317252337,-0.110000000000014,0.03,0.03,-0.12,-0.12,-0.12,0.03,0.03,-0.12,0.03,0.04,0.04,0.04,0.04,0.0399999999999999,0.19,0.19,0.19,0.34,0.34,0.34,0.34,0.49,0.75,0.965,299.26,5.926,0.711,TRUE,TRUE,TRUE
"291347",1958686463,55293977,75420.06601,-148.694363,64.902584,129.29,211.305633,64.902587,138.95,211.305633,64.902587,140.64,-1.05,-0.75,-0.6,-0.45,-0.3,-0.3,-0.15,0,0,0.15,0.3,0.45,0.9,2.55,3.9,5.09,5.99,7.49,7.94,8.84,9.44,10.19,11.35,140.92,1.847,12618.38,0.44,0.981,1,1,1,1958686587,70214686,79150.27366,-148.694382,64.902586,129.18,211.305626,64.902585,138.88,211.305627,64.902585,140.64,-1.09,-0.79,-0.64,-0.49,-0.34,-0.34,-0.19,-0.04,-0.04,0.11,0.26,0.26,0.56,2.21,4.01,5.21,6.25,7.9,8.5,9.25,9.7,10.3,11.46,289.19,2.189,12619.25,0.416,0.982,1,1,1,0.926821253494712,-0.109999999999985,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.19,-0.34,-0.34,0.11,0.12,0.26,0.41,0.56,0.41,0.26,0.110000000000001,0.110000000000001,0.965,299.26,5.926,0.711,TRUE,TRUE,TRUE
"291350",1958686463,55293980,75420.06676,-148.694153,64.902526,129.58,211.305847,64.902526,129.58,211.305845,64.902527,133.1,-1.39,-0.94,-0.79,-0.64,-0.49,-0.49,-0.34,-0.19,-0.19,-0.04,0.11,0.11,0.26,0.41,0.56,0.86,1.16,1.61,1.76,1.91,2.21,2.51,3.52,140.41,1.898,12620.32,0.148,0.981,1,1,1,1958686587,70214683,79150.27291,-148.69417,64.902529,129.45,211.30583,64.902529,129.45,211.305833,64.902529,133.12,-1.35,-1.05,-0.75,-0.6,-0.6,-0.45,-0.3,-0.3,-0.15,0,0,0.15,0.3,0.45,0.6,0.75,1.05,1.5,1.65,1.95,2.1,2.55,3.67,288.84,2.137,12619.1,0.166,0.98,1,1,1,0.87163342659013,-0.130000000000024,0.0399999999999998,-0.11,0.04,0.04,-0.11,0.04,0.04,-0.11,0.04,0.04,-0.11,0.04,0.04,0.04,0.0399999999999999,-0.11,-0.11,-0.11,-0.11,0.04,-0.11,0.04,0.15,0.965,299.26,5.926,0.711,TRUE,TRUE,TRUE
"291353",1958686463,55293983,75420.06751,-148.693949,64.902478,129.58,211.306046,64.90248,138.98,211.306046,64.90248,140,-1.16,-0.86,-0.71,-0.56,-0.41,-0.26,-0.11,0.04,0.19,0.34,0.49,0.79,1.39,1.98,2.73,3.63,4.68,6.33,6.78,7.38,8.13,9.03,10.41,139.85,1.944,12620.92,0.418,0.978,1,1,1,1958686587,70214680,79150.27216,-148.69396,64.902475,129.47,211.306043,64.902475,133.33,211.306047,64.902474,139.66,-1.16,-0.86,-0.56,-0.41,-0.26,-0.11,-0.11,0.04,0.19,0.34,0.64,1.09,1.69,2.28,3.03,3.78,4.68,6.18,6.78,7.38,7.98,8.88,10.19,288.51,2.086,12619.41,0.399,0.982,1,1,1,0.618973357296887,-0.110000000000014,0,0,0.15,0.15,0.15,0.15,0,0,0,0,0.15,0.3,0.3,0.3,0.3,0.15,0,-0.15,0,0,-0.15,-0.149999999999999,-0.220000000000001,0.965,299.26,5.926,0.711,TRUE,TRUE,TRUE
"291356",1958686463,55293986,75420.06826,-148.69374,64.90242,129.48,211.306255,64.902422,139.51,211.306254,64.902423,143.03,-0.41,0.04,0.64,1.54,2.58,3.48,4.38,5.13,6.03,6.63,7.23,7.68,8.13,8.88,9.48,9.92,10.52,11.27,11.42,11.72,12.02,12.47,13.56,139.38,1.995,12621.22,0.705,0.979,1,1,1,1958686587,70214677,79150.27141,-148.693749,64.902418,129.36,211.306259,64.902417,139.69,211.306261,64.902417,142.69,-0.37,0.07,0.67,1.72,2.77,3.52,4.42,5.17,6.07,6.67,7.27,7.71,8.31,8.91,9.51,10.11,10.56,11.31,11.46,11.76,12.06,12.36,13.33,288.12,2.034,12618.66,0.711,0.981,1,1,1,0.480942996838416,-0.119999999999976,0.04,0.03,0.03,0.18,0.19,0.04,0.04,0.04,0.04,0.04,0.0399999999999991,0.0300000000000002,0.18,0.0299999999999994,0.0299999999999994,0.19,0.0400000000000009,0.0400000000000009,0.0400000000000009,0.0399999999999991,0.0400000000000009,-0.110000000000001,-0.23,0.965,299.26,5.926,0.711,TRUE,TRUE,TRUE
"291359",1958686463,55293989,75420.06901,-148.693534,64.902365,129.89,211.306466,64.902365,129.89,211.306464,64.902366,133.93,-1.24,-0.94,-0.79,-0.64,-0.49,-0.34,-0.34,-0.19,-0.04,-0.04,0.11,0.26,0.41,0.56,0.71,1.01,1.46,1.91,2.06,2.21,2.51,2.81,4.04,138.92,2.045,12619.87,0.158,0.982,1,1,1,1958686587,70214674,79150.27066,-148.693554,64.902363,129.85,211.306446,64.902363,129.85,211.306449,64.902362,133.82,-1.31,-1.01,-0.86,-0.71,-0.56,-0.41,-0.26,-0.26,-0.11,0.04,0.19,0.19,0.34,0.49,0.79,1.09,1.39,1.84,1.98,2.28,2.43,2.73,3.97,287.7,1.986,12618.66,0.179,0.982,1,1,1,0.972852072372902,-0.039999999999992,-0.0700000000000001,-0.0700000000000001,-0.07,-0.07,-0.0700000000000001,-0.07,0.08,-0.07,-0.07,0.08,0.08,-0.07,-0.07,-0.0700000000000001,0.0800000000000001,0.0800000000000001,-0.0700000000000001,-0.0699999999999998,-0.0800000000000001,0.0699999999999998,-0.0799999999999996,-0.0800000000000001,-0.0699999999999998,0.965,299.26,5.926,0.711,TRUE,TRUE,TRUE
"291362",1958686463,55293992,75420.06976,-148.693324,64.902307,130.14,211.306671,64.902309,139.69,211.306669,64.90231,142.76,-1.01,-0.86,-0.71,-0.56,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.19,0.19,0.34,0.64,4.23,7.38,9.17,10.22,10.37,10.67,10.97,11.42,12.62,138.51,2.097,12620.31,0.516,0.98,1,1,1,1958686587,70214671,79150.26991,-148.693343,64.902306,130.02,211.306663,64.902305,139.6,211.306666,64.902305,143.31,-1.01,-0.71,-0.56,-0.56,-0.41,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.34,0.64,3.78,6.18,8.88,9.78,10.67,10.82,11.12,11.42,12.02,13.3,287.28,1.935,12617.61,0.516,0.98,1,1,1,0.906489707504585,-0.119999999999976,0,0.15,0.15,0,0,0,0.15,0,0.15,0,0,0.15,0.3,3.14,1.95,1.5,0.609999999999999,0.449999999999999,0.450000000000001,0.449999999999999,0.449999999999999,0.6,0.680000000000001,0.965,299.26,5.926,0.711,TRUE,TRUE,TRUE
"291805",1958686463,55294435,75420.18051,-148.698938,64.903235,124.85,211.301061,64.903236,131.03,211.301061,64.903237,134.66,-1.05,-0.75,-0.6,-0.45,-0.3,-0.3,-0.15,0,0,0.15,0.3,0.6,1.2,1.95,3.15,4.35,5.7,7.04,7.34,7.79,8.24,8.69,9.82,165.88,1.032,12618.85,0.51,0.979,1,1,1,1958686587,70216022,79150.60766,-148.698946,64.903229,124.76,211.301062,64.903227,132.21,211.301064,64.903227,133.78,-1.05,-0.9,-0.6,-0.45,-0.45,-0.3,-0.15,-0.15,0,0.15,0.15,0.3,0.45,0.9,1.65,2.54,4.19,5.84,6.29,6.88,7.33,7.93,9.02,295.31,3.138,12632.83,0.271,0.976,1,1,1,0.768736569052535,-0.0899999999999892,0,-0.15,0,0,-0.15,0,0,-0.15,0,0,-0.15,-0.3,-0.75,-1.05,-1.5,-1.81,-1.51,-1.2,-1.05,-0.91,-0.91,-0.76,-0.800000000000001,0.965,299.26,5.926,0.711,TRUE,TRUE,TRUE
"291820",1958686463,55294450,75420.18426,-148.699972,64.903518,123.12,211.300028,64.90352,136.16,211.300028,64.90352,138.63,-0.97,-0.67,-0.52,-0.37,-0.22,-0.07,-0.07,0.07,0.22,0.37,0.82,3.37,4.87,6.22,7.57,8.92,10.42,12.96,13.26,13.71,14.01,14.46,15.51,177.83,0.855,12619.46,0.492,0.976,1,1,1,1958686587,70216037,79150.61141,-148.699984,64.903517,122.94,211.300031,64.903514,136.45,211.300033,64.903514,138.35,-0.79,-0.64,-0.49,-0.34,-0.19,-0.04,0.11,0.11,0.26,0.56,2.36,4.15,5.35,6.7,7.89,9.09,10.74,13.13,13.43,13.73,14.03,14.48,15.41,295.99,3.4,12637.16,0.497,0.976,1,1,1,0.578983403426702,-0.180000000000007,0.18,0.03,0.03,0.03,0.03,0.03,0.18,0.04,0.04,0.19,1.54,0.78,0.48,0.48,0.319999999999999,0.17,0.32,0.17,0.17,0.0199999999999996,0.0199999999999996,0.0199999999999996,-0.0999999999999996,0.965,299.26,5.926,0.711,TRUE,TRUE,TRUE
"291823",1958686463,55294453,75420.18501,-148.700191,64.903575,123.04,211.299809,64.903576,129.34,211.299809,64.903576,131.32,-1.05,-0.75,-0.6,-0.45,-0.3,-0.15,0,0.15,0.15,0.45,0.6,0.9,1.35,1.65,1.95,2.25,2.7,3.75,4.35,5.1,6,6.89,8.28,180.98,0.825,12619.61,0.259,0.979,1,1,1,1958686587,70216040,79150.61216,-148.700196,64.903575,122.98,211.299806,64.903574,124.78,211.299811,64.903573,129.53,-1.01,-0.86,-0.56,-0.41,-0.26,-0.26,-0.11,0.04,0.19,0.34,0.49,0.79,1.23,1.53,1.83,2.13,2.58,3.18,3.33,3.63,4.23,5.27,6.55,296.11,3.453,12640,0.24,0.977,1,1,1,0.236727590313782,-0.0600000000000023,0.04,-0.11,0.0399999999999999,0.04,0.04,-0.11,-0.11,-0.11,0.04,-0.11,-0.11,-0.11,-0.12,-0.12,-0.12,-0.12,-0.12,-0.57,-1.02,-1.47,-1.77,-1.62,-1.73,0.965,299.26,5.926,0.711,TRUE,TRUE,TRUE
